DMIS ID Facility Code	Facility
1548	1548	TMC-2-EISENHOWER-FT. GORDON
1549	1549	TMC-3-EISENHOWER-FT. GORDON
1550	1550	TMC-4-STOCKADE-FT. GORDON
1551	1551	TMC-1-FT. BENNING
1552	1552	TMC-2-FT. BENNING
1553	1553	TMC-3-MARTIN-FT. BENNING
1554	1554	TMC-4-FT. BENNING
1555	1555	TMC-5-FT. BENNING
1556	1556	TMC-6-FT. BENNING
1557	1557	TMC-7-FT. BENNING
1558	1558	TMC-8-FT. BENNING
1559	1559	TMC-8A-FT. BENNING
1560	1560	AVIATION MED FPC-LAWSON AFB
1561	1561	TMC-10-CONFINEMENT FACILITY-
1562	1562	TMC-1-FT. STEWART
1563	1563	TMC-2-FT. STEWART
1564	1564	TMC-3-FT. STEWART
1565	1565	TMC EGLIN AFB
1566	1566	TMC-1-FT. JACKSON CENTRAL
1567	1567	TMC CON (1-2-4)-FT. JACKSON
1568	1568	TMC-3-FT. JACKSON
1569	1569	TMC-4-FT. JACKSON-BDE
1570	1570	TMC-5-FT. JACKSON
1571	1571	TMC-6-FT. JACKSON
1572	1572	TMC-7-FT. JACKSON
1573	1573	TMC-8-FT. JACKSON
1574	1574	TMC CENTRAL-FT. JACKSON
1575	1575	TMC-1-FT. MCCLELLAN
1576	1576	TMC-2-FT. MCCLELLAN
1577	1577	TMC MP NOBLE-FT. MCCLELLAN
1578	1578	RECEPTION STATION-FT. MCCLELLA
1579	1579	TMC 46 ENGINEER BN-FT. RUCKER
1580	1580	USAHC AVIATION MED-FT. RUCKER
1581	1581	USA TMC-REDSTONE ARSENAL
1582	1582	OCCUP HLTH CLINIC-REDSTONE
1583	1583	1ST BN 75TH INF-FT. STEWART
1584	1584	TMC-1-ANNEX A-FT. SAM HOUSTON
1585	1585	TMC-3-ANNEX B-CAMP BULLIS
1586	1586	TMC-4-MCWETHY-FT. SAM HOUSTON
1587	1587	TMC MCWETHY-FT. SAM HOUSTON
1588	1588	TMC-1-FT. HOOD
1589	1589	TMC-2-FT. HOOD
1590	1590	TMC-3-FT. HOOD
1591	1591	TMC-4-FT. HOOD
1592	1592	MONROE CONSOLIDATED-FT. HOOD
1593	1593	TMC-6-FT. HOOD
1594	1594	TMC-7-FT. HOOD
1595	1595	TMC-8-FT. HOOD
1596	1596	TMC-9-FT. HOOD
1597	1597	TMC-10-FT. HOOD
1598	1598	TMC-11-FT. HOOD
1599	1599	TMC-12-FT. HOOD
1600	1600	TMC-13-FT. HOOD
1601	1601	TMC-14-FT. HOOD
1602	1602	MONROE TMC-DUP ID SEE 1592
1603	1603	AID STA 1 CAV-FT. HOOD
1604	1604	CAREVAN 2ND ARMD-FT. HOOD
1605	1605	AID STA 2ND ARMD-FT. HOOD
1606	1606	AID STA 6 CAVB-FT. HOOD
1607	1607	36 MEDICAL BN-FT. HOOD
1608	1608	6 CAV BDE-FT. HOOD
1609	1609	1ST MED GRP (TOE)
1610	1610	2ND ARMD DIV-FT. HOOD
1611	1611	1st CAV DIV (TOE)
1612	1612	TMC-1-FT. BLISS
1613	1613	TMC-3-FT. BLISS
1614	1614	TMC MCGREGOR RANGE
1615	1615	TMC-5-FT. BLISS
1616	1616	TMC-6-FT. BLISS
1617	1617	TMC MED EXAM-FT. BLISS
1618	1618	3RD ARMD CAV-EL PASO
1619	1619	TMC-1-FT. POLK
1620	1620	TMC-2-FT. POLK
1621	1621	TMC-3-FT. POLK
1622	1622	TMC-4-FT. POLK
1623	1623	115th FIELD HOSP (TOE)
1624	1624	TMC-1-FT. SILL
1625	1625	SGT BLEAK TROOP MED CLN-FT SIL
1626	1626	TMC-3-FT. SILL
1627	1627	TMC-4-FT. SILL
1628	1628	TMC-5-REYNOLDS-FT. SILL
1629	1629	TMC CAMP ROBINSON-AR
1630	1630	TMC-7-REYNOLDS-FT. SILL
1631	1631	47TH FIELD HOSP (TOE)
1632	1632	TMC FT. WINGATE GALLUP
1633	1633	TMC-3-FT. HUACHUCA
1634	1634	TMC-2-FT. ORD
1635	1635	TMC-3-FT. ORD
1636	1636	TMC-4-FT. ORD
1637	1637	TMC-5-FT. ORD
1638	1638	TMC-6-FT. ORD
1639	1639	TMC CON FAC-FT. ORD
1640	1640	USAHC N FT. ORD
1641	1641	TMC-8-FT. CAMPBELL
1642	1642	OCCUP HC HAYES-FT. ORD
1643	1643	USAHC FT. MCARTHUR-SAN PEDRO
1644	1644	TMC-1-FT. IRWIN
1645	1645	TMC-2-FT. IRWIN
1646	1646	NISQUALLY FAM MED CL-FT. LEWIS
1647	1647	TMC-2-FT. LEWIS
1648	1648	TMC-3-FT. LEWIS
1649	1649	OKUBO FAM PRACT CLIN-FT LEWIS
1650	1650	TMC-6-FT. LEWIS
1651	1651	TMC-9-MADIGAN-FT. LEWIS
1652	1652	TMC-12-FT. LEWIS
1653	1653	TMC-13-FT. LEWIS
1654	1654	9INF TMC
1655	1655	9th INF DIV OFF (TOE)
1656	1656	NBHC SUBASE BANGOR
1657	1657	BMC CAMP DELMAR MCB
1658	1658	BDC NAS MIRAMAR
1659	1659	BMC SAN ONOFRE MCB
1660	1660	NBHC NCTC INPR GREAT LAKES
1661	1661	MDCL OMP MOLINE
1662	1662	BMC CAMP GEIGER MCB
1663	1663	BMC CAMP JOHNSON MCB
1664	1664	BMC COURTHOUSE BAY MCB
1665	1665	BMC AFSC NORFOLK
1666	1666	BMC NAVSECGRP NORFOLK
1667	1667	BMC NSB GROTON
1668	1668	BMC NSWC DET-SOLOMONS
1669	1669	BMC NSA PHILADELPHIA
1670	1670	BMC OCS BROWN FIELD
1671	1671	NBHC THE BASIC SCHOOL
1672	1672	BMC OAHU
1673	1673	MDCL KAUAI
1674	1674	BDC NAVMARCORESCEN PORTLAND
1675	1675	BDC NAVPGSCOL MONTEREY
1676	1676	BDC TWENTYNINE PALMS
1677	1677	BDC BARSTOW
1678	1678	DUPLICATE DMISID-SEE 1385
1679	1679	BDA CAMP PENDLETON MAG
1680	1680	BDC EL TORO
1681	1681	BDC MCAS H TUSTIN
1682	1682	BDC NAS POINT MUGU
1683	1683	BDC NAS ALAMEDA
1684	1684	BDC NAS MOFFETT FIELD
1685	1685	BDC NAVCOMMSTA STOCKTON
1686	1686	BDC NAVSTA MARE ISLAND
1687	1687	BDC WPNSTA CONCORD
1688	1688	BDC FLEASWTRACEN SAN DIEGO
1689	1689	BDC NAF EL CENTRO
1690	1690	BDC MCRD SAN DIEGO
1692	1692	BDC NAS NORTH ISLAND
1693	1693	BDC NAVPHIBASE CORONADO
1694	1694	BDC NSC SAN DIEGO
1695	1695	BDC NTC SAN DIEGO
1696	1696	BDC NAS FALLON
1697	1697	BDC MCAS YUMA
1698	1698	BMC NAS ALBANY
1699	1699	BDC NAS CHASE FIELD
1700	1700	BDC NAS CORPUS CHRISTI
1701	1701	BDC NAS DALLAS
1702	1702	BDC NAS KINGSVILLE
1703	1703	BDC NAS GLENVIEW
1704	1704	BDC NTC GREAT LAKES
1705	1705	BDC NAF DETROIT
1706	1706	BDC NAS WHITING FIELD
1707	1707	BDC NRTC ORLANDO
1708	1708	BDC CECIL FIELD
1709	1709	BDC NAVSTA MAYPORT
1710	1710	BDC NRTC INPR ORLANDO
1711	1711	BDC NAS KEY WEST
1712	1712	BDC MCLB ALBANY
1713	1713	BDC NAS ATLANTA
1714	1714	BDC NAVSCSCOL ATHENS
1715	1715	BDC NAS MERIDIAN
1716	1716	BDC CBC GULFPORT
1717	1717	BDC NAVFAC BUXTON
1718	1718	BDC MCAS H NEW RIVER
1719	1719	BDA CAMP LEJEUNE
1720	1720	BDC MCAS BEAUFORT
1721	1721	BDC WPNSTA CHARLESTON
1722	1722	BDC CHESAPEAKE
1723	1723	BDC DAM NECK
1724	1724	BDC NAS OCEANA
1725	1725	BDC LITTLE CREEK
1726	1726	BDC NSY NORFOLK
1727	1727	BDC NEWPORT NEWS
1728	1728	BDC YORKTOWN
1729	1729	BDC AFSC NORFOLK
1730	1730	BDC HEDSUPPACT LANTFLT
1731	1731	BDA NAF WASHINGTON
1732	1732	BDC NAVY YARD WASHINGTON
1733	1733	BDA NSS WASHINGTON DC
1734	1734	BDC NAVORDSTA INDIAN HEAD
1735	1735	BDC NAVCOMMU CUTLER
1736	1736	BDC NAVAIRENGCEN LAKEHURST
1737	1737	BRDENCL STATEN ISLAND
1738	1738	BDC WILLOW GROVE
1739	1739	BDC NAVSWC DAHLGREN
1740	1740	BDC KAUAI
1741	1741	BDC KANEOHE BAY
1742	1742	BDC NAS BARBERS POINT
1743	1743	BDC NAVMAG LUALUALEI
1744	1744	BDC NCS WAHIAWA
1745	1745	USAF TROOP CLINIC LACKLAND
1746	1746	USAF CLINIC PENTAGON
1747	1747	366 DENTAL SQ/SGD-MT HOME
1748	1748	341 DS/SGD-MALMSTROM
1749	1749	62 MEDICAL SQ/SGD-MCCHORD
1750	1750	60 DENTAL SQ/SGD-TRAVIS
1751	1751	USAF DENTAL CLINIC MCCLELLAN
1752	1752	95 MEDICAL GP/SGD-EDWARDS
1753	1753	722ND STRATEGIC DENTAL CLINIC
1754	1754	USAF DENTAL CLINIC MCCLELLAN
1755	1755	10 MEDICAL GP/SGD(1)-USAF ACAD
1756	1756	10 MEDICAL GP/SGD(2)-USAF ACAD
1757	1757	USAF DENTAL CLINIC LOWRY
1758	1758	22 AEROMEDICAL DENTL-MCCONNELL
1759	1759	5 DENTAL SQ/SGD-MINOT
1760	1760	28 DENTAL SQ/SGD-ELLSWORTH
1761	1761	49 DENTAL SQ/SGD-HOLLOMAN
1762	1762	97th STRATEGIC DENTAL CLINIC
1763	1763	2ND DENTAL SQ/SGD-BARKSDALE
1764	1764	97 ADOS/SGGD-ALTUS
1765	1765	7 AEROMEDICAL SQ/SGGD-DYESS
1766	1766	7th BOMB WING DENTAL CLINIC
1767	1767	59 MEDICAL WING/SGD-LACKLAND
1768	1768	USAF DC LACKLAND (2)
1769	1769	USAF DENTAL CLINIC KELLY
1770	1770	359 DENTAL SQ/CC-RANDOLPH
1771	1771	USAF DENTAL CLINIC CHANUTE
1772	1772	375 DENTAL SQ/SGD-SCOTT
1773	1773	305th STRATEGIC DENTAL CLINIC
1774	1774	42 DENTAL SQ/SGD-MAXWELL
1775	1775	31ST MEDICAL GROUP/SGD
1776	1776	45 DS/SGD-PATRICK
1777	1777	81 DENTAL SQ/SGD-KEESLER
1778	1778	4 DENTAL SQ/SGD-SEYMOUR JOHN
1779	1779	43 MEDICAL OPS SQ/SGOD-POPE
1780	1780	20 AEROMEDICAL DEN SQ-SHAW
1781	1781	354th MEDICAL GROUP/SGD
1782	1782	628 DENTAL SG/SGD-CHARLESTON
1783	1783	633 DENTAL SQ/SGD LANGLEY-EUST
1784	1784	579TH DS/SGDDV-PENTAGON
1785	1785	436 DENTAL SQ/SGD-DOVER
1786	1786	66 MEDICAL GP/SGD-HANSCOM
1787	1787	779TH DENTAL SQ/SGD-ANDREWS
1788	1788	42nd STRATEGIC DENTAL CLINIC
1789	1789	87 DENTAL SQ/SGD-MCGUIRE
1790	1790	380th STRATEGIC DENTAL CLINIC
1791	1791	USAF DC HANCOCK
1792	1792	3 MEDICAL GP/SGD-ELMENDORF
1793	1793	354 MEDICAL GP/SGD-EIELSON
1794	1794	TMC(BEAUMONT)-FT. BLISS-EXIST
1795	1795	USA RECEIVING STA FT. BLISS-EX
1796	1796	AUN FT. POLK
1797	1797	TMC-1-FT. POLK ALREADY EXISTS
1798	1798	TMC-2-FT. POLK ALREADY EXISTS
1799	1799	TMC-3-FT. POLK ALREADY EXISTS
1800	1800	TMC-4-FT. POLK ALREADY EXISTS
1801	1801	AFEES FT. HOOD
1802	1802	TMC (RES)-FT. MCCOY
1803	1803	USAHC FT. MCHOREN
1804	1804	PHYS EXAM STATION-FT. BENNING
1805	1805	TMC-11-DAHLONEGA ALREADY EXIST
1806	1806	TMC-12-CAMP RUDDER ALREADY EXI
1807	1807	TROOP MEDICAL CLINICS FT. STEW
1808	1808	CONSOLIDATD TMC FT. JACKSON-EX
1809	1809	USA PHYSICAL EXAM CENTER FT. J
1810	1810	NNMC CL WHITE HOUSE SUPPORT
1811	1811	USAHC DOVER
1812	1812	USAHC FT. DAVIS
1813	1813	USAHC DPSC PHC
1814	1814	USAHC SCHOFIELD BARRACKS (2)
1815	1815	MOLOGNE TMC
1816	1816	USMA STAS HC-WEST POINT
1817	1817	USADC-2 FT. LEWIS
1818	1818	USADC-3 FT. LEWIS
1819	1819	USADC BEITER
1820	1820	USADC BURKE
1821	1821	USADC STONE
1822	1822	USADC-4 FT. ORD
1823	1823	USADC-1 FITZSIMONS
1824	1824	USADC-2 FITZSIMONS
1825	1825	USADC LARSON
1826	1826	USADC SMITH-FT. CARSON
1827	1827	USADC-1 FT. CARSON
1828	1828	USADC-2 FT. RILEY
1829	1829	USADC-3 FT. RILEY
1830	1830	USADC-4 FT. RILEY
1831	1831	USADC-5 FT. RILEY
1832	1832	USADC-RECEPTION STA 7 FT RILEY
1833	1833	USADC SMITH-FT. LEAVENWORTH
1834	1834	USADC-3 FT. LEAVENWORTH
1835	1835	USADC-DISC BKS #3 FT LEVENWORT
1836	1836	USADC RUNION
1837	1837	USADC-1 FT. HUACHUCA
1838	1838	USADC-2 FT. HUACHUCA
1839	1839	USADC FT. BLISS
1840	1840	USADC-2 FT. BLISS (LOGAN)
1841	1841	USADC-3 FT. BLISS
1842	1842	USA CHESER DC-DUP ID SEE 1843
1843	1843	CHESSER DENTAL CLINIC-FT. POLK
1844	1844	USADC-3 FT. POLK
1845	1845	USADC-4 FT. POLK
1846	1846	USADC-2 FT. BLISS (LOGAN)
1847	1847	ACTIVITY COMMANDER-FT. HOOD
1848	1848	USADC-2 DACH-FT.HOOD
1849	1849	USADC FAIRBANK
1850	1850	USADC PERKINS
1851	1851	USADC-3 FT. HOOD
1852	1852	USADC-5 FT. HOOD
1853	1853	USADC-BILLY JOHNSON DEN CLIN
1854	1854	USADC INPROCESS CTR-FT. HOOD
1855	1855	USA ORAL HEALTH CLINIC FT BENJ
1856	1856	USADC-1 FT. BENJAMIN HARRISON
1857	1857	USADC-2 FT. BENJAMIN HARRISON
1858	1858	USADC CRAVEN
1859	1859	USADC MARGETIS-FT. KNOX
1860	1860	USADC NELSON
1861	1861	USADC-4 FT. KNOX
1862	1862	USADC-6 FT. KNOX
1863	1863	USADC ST. LOUIS-FED BLDG
1864	1864	USADC BOAK FT. LEONARD WOOD
1865	1865	USADC HAMPR FT. LEONARD WOOD
1866	1866	USADC ROLL-FT. LEONARD WOOD
1867	1867	USADC-5&6 FT. LEONARD WOOD
1868	1868	USADC REDSTONE ARSENAL
1869	1869	USADC ROY A. STOUT DC
1870	1870	USADC-1 FT. RUCKER
1871	1871	USADC-2 FT. RUCKER
1872	1872	USADC-3 FT. RUCKER
1873	1873	USADC-4 FT. RUCKER
1874	1874	USADC-5 FT. RUCKER
1875	1875	USA ORAL HEALTH CENTER FT. GOR
1876	1876	USADC FT. BUCHANAN
1877	1877	USADC FT. MCPHERSON
1878	1878	USADC MERRIL
1879	1879	USADC TINGAY
1880	1880	USADC-SNYDER FT GORDON
1881	1881	USADC BERNHEIM
1882	1882	USADC SALOMON
1883	1883	USADC-1 FT. BENNING
1884	1884	USADC-SOLDIERS PLAZA FT BENNIN
1885	1885	USADC-3 FT. BENNING
1886	1886	USADC-1 FT. STEWART
1887	1887	USADC-2 FT STEWART
1888	1888	USADC-4 FT. STEWART
1889	1889	USADC EPPERLY
1890	1890	USADC KUHN/LA POINTE
1891	1891	USADC TAYLOR-5
1892	1892	USADC DAVIS
1893	1893	USADC LAFLAMME
1894	1894	USADC ROHDE
1895	1895	USADC-5 FT. BRAGG
1896	1896	USADC-6 FT. BRAGG
1897	1897	USADC CALDWELL
1898	1898	USADC HAGEN
1899	1899	USADC OLIVER
1900	1900	USADC TIGNOR
1901	1901	USADC COL BULL
1902	1902	USADC EDGEWOOD ARSENAL
1903	1903	USADC FT. HAMILTON
1904	1904	USA ORAL HLTH CTR FT. DEVENS
1905	1905	USADC VAIL
1906	1906	USADC ABERDEEN PROVING GROUNDS
1907	1907	USADC EPES
1908	1908	USADC FT. RICHIE
1909	1909	USADC-3 FT. MEADE
1910	1910	USADC FT. MONMOUTH
1911	1911	USADC MARSHALL FT. DIX
1912	1912	USADC MILLS
1913	1913	USADC REC STA. FT. DIX
1914	1914	USADC-1 USMA(POST)
1915	1915	USADC-2 USMA(STEWART)
1916	1916	USADC-3 USMA
1917	1917	USADC CARLISLE BARRACKS
1918	1918	USADC LOGAN
1919	1919	USA ORAL HLTH CNTR
1920	1920	USADC POHAKALUA
1921	1921	USADC SCHOFIELD BKS
1922	1922	USADC-1 FT. LEWIS
1923	1923	USAHC MCGREGOR RANGE-EXISTS AS
1924	1924	92 AEROMEDICAL DEN-FAIRCHILD
1925	1925	MARGETIS MED CLINIC-FT. KNOX
1926	1926	USAHC CHEJUDO CHEJU ISLAND
1927	1927	TMC-14-FT. BRAGG
1928	1928	TMC-5-FT. KNOX
1929	1929	TMC-5-FT. LEONARD WOOD
1930	1930	TMC 1ST BRIGADE
1931	1931	46TH ENGINEER TOE UNIT-FT. RUC
1932	1932	19381-LOGAN HEIGHTS-FT. BLISS
1933	1933	COMBAT SUPPORT HOSP-1 GERMANY
1934	1934	COMBAT SUPPORT HOSP-1 WALTER R
1935	1935	COMBAT SUPPORT HOSP-2 WALTER R
1936	1936	COMBAT SUPPORT HOSP-1 EISENHOW
1937	1937	COMBAT SUPPORT HOSP-2 EISENHOW
1938	1938	41st CSH (TOE)
1939	1939	RECEPTION STA TMC-FT. BENNING
1940	1940	COMBAT SUPPORT HOSP-2 GERMANY
1941	1941	COMBAT SUPPORT HOSP-3 GERMANY
1942	1942	47th CSH (TOE)
1943	1943	35th TAC HOSP-GEORGE AFB-CA
1944	1944	22nd TAC HOSP MARCH AFB-CA
1945	1945	49th TAC HOSP-HOLLOMAN
1947	1947	501st TMW CLINIC-GREENHAM COMM
1948	1948	USADC-1 FULTON
1949	1949	BDC NSY MARE ISLAND
1950	1950	USADC FLATS-FT. ORD
1951	1951	USADC JORDAN
1952	1952	USADC HARPER-FT. LEONARD WOOD
1953	1953	USADC ALLEN-FT. SILL
1954	1954	USADC COWAN-FT. SILL
1955	1955	USADC WEEKS-FT. SILL
1956	1956	DC-4(HOSPITAL) FT. BENNING
1957	1957	VANCOUVER BKS-FT. LEWIS
1958	1958	USAHC LONGHORN AAP
1959	1959	NBHC NTC GREAT LAKES
1960	1960	USAHC LAKE CITY AAP
1961	1961	3 MEDICAL GP/SGD-ELMENDORF
1962	1962	USAF DC MCCLELLAN
1963	1963	USADC SIERRA
1964	1964	USDA FAMILY MEMBER FT. GORDON
1965	1965	USADC BACH
1966	1966	319 DENTAL SQ/SGD-GRAND FORK
1967	1967	USADC HAWTHORNE
1968	1968	USADC-2 FT. SILL
1969	1969	USADC FT. GULICK
1970	1970	USADC FT. INDIANTOWN GAP
1971	1971	59 MEDICAL WING/SGD-LACKLAND
1972	1972	CMHS FT. MCCLELLAN
1973	1973	MDCL FASO WARNER SPRINGS
1974	1974	BMC CAMP CHAPPO MCB
1975	1975	BMC CORCEN MCB
1976	1976	BMC CAMP MARGUARITA
1977	1977	BMC CAMP LAS FLORES
1978	1978	BMC CAMP LAS PULGAS
1979	1979	BMC CAMP HORNO
1980	1980	BMC CAMP SAN MATEO
1981	1981	MDCL MSC PACIFIC
1982	1982	TMC CONSOLIDATED-FT. ORD
1983	1983	MDCL NAVSECGRUACT HOMESTEAD
1984	1984	BMC NAVOLF SAUFLEY FIELD
1985	1985	197TH FAM PRACTICE CLINIC
1986	1986	RECEPTION STA. FT. BENNING EXI
1987	1987	NBHC MCB CAMP H.M. SMITH
1988	1988	BMC NOPF FORD ISLAND
1989	1989	BMC MENTAL HEALTH
1990	1990	BMC NAVSUPPACT EAST BANK
1991	1991	MDCL MSC ATLANTIC
1992	1992	BMC BLDG 15 MCB CAMP LEJEUNE
1993	1993	BMC PHYSEXMCEN BLDG 36-LEJEUNE
1994	1994	BMC CORFAC MCB CAMP LEJEUNE
1995	1995	BMC FRENCH CREEK MCB
1996	1996	BMC RIVER ROAD MCB
1997	1997	BMC RIFLE RANGE MCB
1998	1998	DIR HEALTH SVS-BAMC
1999	1999	BMC NARF NORFOLK
2000	2000	
2001	2001	AUGUSTA VET ADMIN MED CTR
2002	2002	NORTH CHICAGO VETERANS MED CTR
2003	2003	LEAVENWORTH VA MEDICAL CENTER
2004	2004	CARL VINSON VA MEDICAL CENTER
2500	2500	
3000	3000	NAVY AFLOAT FACILITIES
3001	3001	NAVY SHIPS (DMIS 3001 TO 4000)
3002	3002	USN SHIP COMFORT T-AH20
3003	3003	USN SHIP MERCY T-AH19
3004	3004	USS GEORGE WASHINGTON CVN-73
3005	3005	USS CARL VINSON CVN-70
3006	3006	USS ENTERPRISE (CVN65)
3007	3007	USS BLUE RIDGE (LCC 19)
3008	3008	USS BELLEAU WOOD (LHA 3)
3009	3009	USS PUGET SOUND (AD38)
3010	3010	USS YELLOWSTONE (AD41)
3011	3011	USS SHENANDOAH (AD44)
3012	3012	USS LA SALLE (AGF3)
3013	3013	USS CORONADO (AGF11)
3014	3014	USS SACRAMENTO (AOE1)
3015	3015	USS CAMDEN (AOE2)
3016	3016	USS SEATTLE (AOE3)
3017	3017	USS DETROIT (AOE4)
3018	3018	USS SUPPLY (AOE5)
3019	3019	USS RAINIER (AOE7)
3020	3020	USS ARCTIC (AOE8)
3021	3021	USS HOLLAND (AS32)
3022	3022	USS SIMON LAKE (AS33)
3023	3023	USS L Y SPEAR (AS36)
3024	3024	USS EMORY A LAND (AS39)
3025	3025	USS FRANK CABLE (AS40)
3026	3026	USS MCKEE (AS41)
3027	3027	USS INDEPENDENCE (CV62)
3028	3028	USS KITTY HAWK (CV93)
3029	3029	USS CONSTELLATION (CV64)
3030	3030	USS AMERICA (CV66)
3031	3031	USS JOHN F KENNEDY (CV67)
3032	3032	USS NIMITZ (CVN68)
3033	3033	USS EISENHOWER (CVN69)
3034	3034	USS T ROOSEVELT (CVN71)
3035	3035	USS ABRAHAM LINCOLN (CVN72)
3036	3036	USS JOHN STENNIS (CVN74)
3037	3037	USS MT WHITNEY (LCC20)
3038	3038	USS TARAWA (LHA1)
3039	3039	USS SAIPAN (LHA2)
3040	3040	USS NASSAU (LHA4)
3041	3041	USS PELELIU (LHA5)
3042	3042	USS WASP (LHD1)
3043	3043	USS ESSEX (LHD2)
3044	3044	USS KEARSARGE (LHD3)
3045	3045	USS BOXER (LHD4)
3046	3046	USS BATAAN (LHD5)
3047	3047	USS AUSTIN (LPD4)
3048	3048	USS OGDEN (LPD5)
3049	3049	USS DULUTH (LPD6)
3050	3050	USS CLEVELAND (LPD7)
3051	3051	USS DUBUQUE (LPD8)
3052	3052	USS DENVER (LPD9)
3053	3053	USS JUNEAU (LPD10)
3054	3054	USS SHREVEPORT (LPD12)
3055	3055	USS NASHVILLE (LPD13)
3056	3056	USS TREMTOM (LPD14)
3057	3057	USS PONCE (LPD15)
3058	3058	USS GUAM (LPH9)
3059	3059	USS NEW ORLEANS (LPH11)
3060	3060	USS WHIDBEY ISLAND (LSD41)
3061	3061	USS GERMANTOWN (LSD42)
3062	3062	USS FORT MCHENRY (LSD43)
3063	3063	USS GUNSTON HALL (LSD44)
3064	3064	USS COMSTOCK (LSD45)
3065	3065	USS TORTUGA (LSD46)
3066	3066	USS RUSHMORE (LSD47)
3067	3067	USS ASHLAND (LSD48)
3068	3068	USS CARTER HALL (LSD50)
3069	3069	USS INCHON (MCS12)
4000	4000	NAVY SHIPS (DMIS 3001 TO 4000)
4001	4001	
5001	5001	
5002	5002	ORARNG MEDICAL COMMAND
5003	5003	ORARNG STATE SURGEONS OFFICE
5100	5100	
5189	5189	USCG CLINIC SAN DIEGO
5190	5190	USCG CLINIC ATLANTIC CITY
5191	5191	USCG CLINIC ST PETERSBURG
5192	5192	USCG CLINIC PHILADELPHIA
5193	5193	USCG CLINIC HOUSTON
5194	5194	USCG CLINIC SACRAMENTO
5195	5195	USCG CLINIC DETROIT
5196	5196	USCG CLINIC NEW YORK
5197	5197	USCG CLINIC SAN JUAN
5198	5198	USCG CLINIC CHARLESTON
5199	5199	USCG CLINIC KEY WEST
5200	5200	COMMANDS (RESERVED 5200-5400)
5201	5201	USCG MAIN & LOG CMD ATLANTIC
5202	5202	USCG MAINT & LOG CMD PACIFIC
5203	5203	NAVAL MEDICAL CMD NE REGION
5204	5204	NSHS OAKLAND
5205	5205	NSHS SAN DIEGO
5206	5206	NSHS BETHESDA
5207	5207	NSHS PORTSMOUTH
5208	5208	USUHS
5209	5209	NSA-FT MEADE
5210	5210	NATIONAL GUARD BUREAU SG OFFIC
5211	5211	FT. LEWIS ASBBC
5212	5212	FT. HOOD BLOOD BANK CENTER
5213	5213	CAMP MEMORIAL BLOOD DONOR CTR
5214	5214	LANDSTUHL BLOOD DONOR CENTER
5215	5215	USFK BLOOD DONOR CENTER
5216	5216	THE ADJUTANT GENERAL-ALABAMA
5217	5217	THE ADJUTANT GENERAL-ALASKA
5218	5218	THE ADJUTANT GENERAL-ARKANSAS
5219	5219	THE ADJUTANT GENERAL-ARIZONA
5220	5220	THE ADJUTANT GENERAL-CALIFOR.
5221	5221	THE ADJUTANT GENERAL-COLORADO
5222	5222	THE ADJUTANT GENERAL-CONN.
5223	5223	THE ADJUTANT GENERAL-DELAWARE
5224	5224	DC ARMY NATIONAL GUARD
5225	5225	THE ADJUTANT GENERAL-FLORIDA
5226	5226	THE ADJUTANT GENERAL-GEORGIA
5227	5227	THE ADJUTANT GENERAL-GUAM
5228	5228	THE ADJUTANT GENERAL-HAWAII
5229	5229	THE ADJUTANT GENERAL-IDAHO
5230	5230	THE ADJUTANT GENERAL-ILLINOIS
5231	5231	THE ADJUTANT GENERAL-INDIANA
5232	5232	THE ADJUTANT GENERAL-IOWA
5233	5233	THE ADJUTANT GENERAL-KANSAS
5234	5234	THE ADJUTANT GENERAL-KENTUCKY
5235	5235	THE ADJUTANT GENERAL-LOUISANA
5236	5236	THE ADJUTANT GENERAL-MAINE
5237	5237	THE ADJUTANT GENERAL-MARYLAND
5238	5238	THE ADJUTANT GENERAL-MASS.
5239	5239	THE ADJUTANT GENERAL-MICHIGAN
5240	5240	THE ADJUTANT GENERAL-MINNESOTA
5241	5241	THE ADJUTANT GENERAL-MISSISS.
5242	5242	THE ADJUTANT GENERAL-MISSOURI
5243	5243	THE ADJUTANT GENERAL-MONTANA
5244	5244	THE ADJUTANT GENERAL-NEBRASKA
5245	5245	THE ADJUTANT GENERAL-NEVADA
5246	5246	THE ADJUTANT GENERAL-NEW HAMP.
5247	5247	THE ADJUTANT GENERAL-N. JERSEY
5248	5248	THE ADJUTANT GENERAL-N. MEXICO
5249	5249	THE ADJUTANT GENERAL-NEW YORK
5250	5250	THE ADJUTANT GENERAL-NC
5251	5251	THE ADJUTANT GENERAL-N. DAKOTA
5252	5252	THE ADJUTANT GENERAL-OHIO
5253	5253	THE ADJUTANT GENERAL-OKLAHOMA
5254	5254	THE ADJUTANT GENERAL-OREGON
5255	5255	THE ADJUTANT GENERAL-PENN.
5256	5256	THE ADJUTANT GENERAL-RI
5257	5257	THE ADJUTANT GENERAL-SC
5258	5258	THE ADJUTANT GENERAL-S. DAKOTA
5259	5259	THE ADJUTANT GENERAL-TENN.
5260	5260	THE ADJUTANT GENERAL-TEXAS
5261	5261	THE ADJUTANT GENERAL-UTAH
5262	5262	THE ADJUTANT GENERAL-VERMONT
5263	5263	THE ADJUTANT GENERAL-VIRGINIA
5264	5264	THE ADJUTANT GENERAL-WASH.
5265	5265	THE ADJUTANT GENERAL-WV
5266	5266	THE ADJUTANT GENERAL-WISCONSIN
